"ID","Comune","ID Provincia","ID Regione","Codice Catastale","Coordinate Nord","Coordinate Est","Coordinate Dec Nord","Coordinate Dec Est"
"7218","Polverara","67","17","G802","45,18,44","11,57,32","45.31222222222222","11.958888888888888"
"7219","Ponso","67","17","G823","45,11,38","11,35,13","45.193888888888885","11.586944444444445"
"7220","Pontelongo","67","17","G850","45,15,3","12,1,26","45.25083333333333","12.023888888888889"
"7221","Pozzonovo","67","17","G963","45,11,52","11,47,39","45.19777777777777","11.794166666666667"
"7222","Rovolon","67","17","H622","45,23,14","11,39,12","45.38722222222222","11.653333333333334"
"7223","Rubano","67","17","H625","45,25,41","11,47,7","45.42805555555555","11.785277777777777"
"7224","Saccolongo","67","17","H655","45,24,22","11,44,57","45.40611111111111","11.749166666666666"
"7225","Saletto","67","17","B889","45,13,41","11,32,4","45.22805555555556","11.534444444444444"
"7226","San Giorgio Delle Pertiche","67","17","H893","45,32,30","11,54,38","45.541666666666664","11.910555555555556"
"7227","San Giorgio In Bosco","67","17","H897","45,35,32","11,48,25","45.592222222222226","11.806944444444445"
"7228","San Martino Di Lupari","67","17","I008","45,38,57","11,51,28","45.649166666666666","11.857777777777777"
"7229","San Pietro In Gu","67","17","I107","45,36,59","11,40,11","45.61638888888889","11.669722222222221"
"7230","San Pietro Viminario","67","17","I120","45,14,51","11,49,12","45.2475","11.82"
"7231","Santa Giustina In Colle","67","17","I207","45,33,52","11,54,29","45.56444444444444","11.908055555555556"
"7232","Saonara","67","17","I418","45,22,15","11,59,9","45.37083333333334","11.985833333333332"
"7233","Selvazzano Dentro","67","17","I595","45,23,43","11,47,1","45.39527777777778","11.78361111111111"
"7234","Solesino","67","17","I799","45,10,45","11,44,34","45.17916666666667","11.742777777777777"
"7235","Stanghella","67","17","I938","45,8,9","11,45,26","45.13583333333333","11.757222222222222"
"7236","Teolo","67","17","D067","45,22,5","11,42,30","45.36805555555556","11.708333333333332"
"7237","Terrassa Padovana","67","17","L132","45,14,50","11,54,11","45.24722222222222","11.903055555555556"
"7238","Tombolo","67","17","L199","45,38,47","11,49,55","45.646388888888886","11.831944444444444"
"7239","Torreglia","67","17","L270","45,20,10","11,43,58","45.336111111111116","11.732777777777779"
"7240","Trebaseleghe","67","17","L349","45,35,29","12,3,6","45.59138888888889","12.051666666666668"
"7241","Tribano","67","17","L414","45,12,46","11,50,2","45.21277777777778","11.83388888888889"
"7242","Urbana","67","17","L497","45,11,22","11,26,38","45.18944444444444","11.443888888888889"
"7243","Veggiano","67","17","L710","45,26,53","11,42,57","45.448055555555555","11.715833333333332"
"7244","Vescovana","67","17","L805","45,8,8","11,42,33","45.135555555555555","11.709166666666667"
"7245","Vigodarzere","67","17","L892","45,27,45","11,52,42","45.462500000000006","11.878333333333334"
"7246","Vigonza","67","17","L900","45,26,43","11,59,30","45.445277777777775","11.991666666666665"
"7247","Villa Del Conte","67","17","L934","45,35,3","11,51,38","45.58416666666667","11.860555555555555"
"7248","Villa Estense","67","17","L937","45,10,26","11,40,9","45.17388888888889","11.669166666666666"
"7249","Villafranca Padovana","67","17","L947","45,29,41","11,47,59","45.49472222222222","11.799722222222222"
"7250","Villanova Di Camposampiero","67","17","L979","45,29,31","11,58,26","45.49194444444444","11.973888888888888"
"7251","Vo","67","17","A237","45,19,47","11,38,27","45.32972222222222","11.640833333333333"
"7252","Adria","68","17","A059","45,3,27","12,3,25","45.0575","12.056944444444445"
"7253","Ariano Nel Polesine","68","17","A400","44,56,55","12,7,26","44.948611111111106","12.123888888888889"
"7254","Badia Polesine","68","17","A539","45,5,42","11,29,28","45.095","11.49111111111111"
"7255","Bagnolo Di Po","68","17","A574","45,1,0","11,30,5","45.016666666666666","11.501388888888888"
"7256","Bergantino","68","17","A795","45,3,44","11,15,9","45.06222222222222","11.2525"
"7257","Bosaro","68","17","B069","45,0,17","11,46,18","45.00472222222222","11.771666666666668"
"7258","Calto","68","17","B432","44,59,35","11,21,27","44.99305555555556","11.3575"
"7259","Canaro","68","17","B578","44,56,18","11,40,35","44.93833333333333","11.676388888888889"
"7260","Canda","68","17","B582","45,2,8","11,30,35","45.035555555555554","11.509722222222223"
"7261","Castelguglielmo","68","17","C122","45,1,31","11,32,17","45.025277777777774","11.538055555555555"
"7262","Castelmassa","68","17","C207","45,1,5","11,18,34","45.018055555555556","11.309444444444445"
"7263","Castelnovo Bariano","68","17","C215","45,1,44","11,17,12","45.028888888888886","11.286666666666667"
"7264","Ceneselli","68","17","C461","45,0,53","11,22,7","45.014722222222225","11.368611111111111"
"7265","Ceregnano","68","17","C500","45,3,11","11,52,21","45.05305555555555","11.8725"
"7266","Corbola","68","17","C987","45,0,29","12,4,43","45.00805555555556","12.07861111111111"
"7267","Costa Di Rovigo","68","17","D105","45,3,5","11,41,55","45.05138888888889","11.698611111111111"
"7268","Crespino","68","17","D161","44,59,9","11,53,9","44.98583333333333","11.885833333333332"
"7269","Ficarolo","68","17","D568","44,57,21","11,26,9","44.95583333333334","11.435833333333333"
"7270","Fiesso Umbertiano","68","17","D577","44,57,54","11,36,4","44.965","11.601111111111111"
"7271","Frassinelle Polesine","68","17","D776","44,59,48","11,41,59","44.99666666666667","11.699722222222222"
"7272","Fratta Polesine","68","17","D788","45,1,48","11,38,41","45.03","11.64472222222222"
"7273","Gaiba","68","17","D855","44,56,53","11,28,58","44.948055555555555","11.482777777777779"
"7274","Gavello","68","17","D942","45,1,19","11,54,56","45.02194444444444","11.915555555555557"
"7275","Giacciano Con Baruchella","68","17","E008","45,4,4","11,27,4","45.06777777777778","11.45111111111111"
"7276","Guarda Veneta","68","17","E240","44,58,56","11,48,10","44.98222222222223","11.802777777777779"
"7277","Lendinara","68","17","E522","45,5,6","11,35,59","45.085","11.599722222222223"
"7278","Loreo","68","17","E689","45,3,48","12,11,22","45.06333333333333","12.189444444444444"
"7279","Lusia","68","17","E761","45,6,6","11,39,49","45.10166666666667","11.663611111111111"
"7280","Melara","68","17","F095","45,3,55","11,11,53","45.06527777777777","11.198055555555555"
"7281","Occhiobello","68","17","F994","44,55,19","11,34,48","44.92194444444444","11.58"
"7282","Papozze","68","17","G323","44,59,13","12,1,48","44.98694444444445","12.030000000000001"
"7283","Pettorazza Grimani","68","17","G525","45,8,16","11,59,33","45.13777777777778","11.9925"
"7284","Pincara","68","17","G673","44,59,40","11,36,39","44.99444444444445","11.610833333333334"
"7285","Polesella","68","17","G782","44,58,2","11,44,59","44.967222222222226","11.749722222222221"
"7286","Pontecchio Polesine","68","17","G836","45,1,15","11,48,44","45.020833333333336","11.812222222222223"
"7287","Porto Tolle","68","17","G923","44,57,10","12,19,59","44.95277777777778","12.333055555555555"
"7288","Porto Viro","68","17","G926",,,"NaN","NaN"
"7289","Rosolina","68","17","H573","45,4,38","12,14,49","45.077222222222225","12.246944444444443"
"7290","Rovigo","68","17","D105","45,4,21","11,47,34","45.072500000000005","11.792777777777777"
"7291","Salara","68","17","H689","44,59,15","11,25,37","44.987500000000004","11.426944444444445"
"7292","San Bellino","68","17","H768","45,1,46","11,35,26","45.029444444444444","11.590555555555556"
"7293","San Martino Di Venezze","68","17","H996","45,7,56","11,52,16","45.132222222222225","11.871111111111112"
"7294","Stienta","68","17","I953","44,56,26","11,32,40","44.940555555555555","11.544444444444444"
"7295","Taglio Di Po","68","17","L026","45,0,36","12,12,30","45.01","12.208333333333332"
"7296","Trecenta","68","17","L359","45,1,51","11,27,42","45.030833333333334","11.461666666666666"
"7297","Villadose","68","17","L939","45,4,23","11,53,32","45.073055555555555","11.892222222222221"
"7298","Villamarzana","68","17","L967","45,0,54","11,41,37","45.015","11.693611111111112"
"7299","Villanova Del Ghebbo","68","17","L985","45,3,35","11,38,43","45.05972222222222","11.645277777777777"
"7300","Villanova Marchesana","68","17","L988","44,59,26","11,58,43","44.99055555555556","11.97861111111111"
"7301","Altivole","69","17","A237","45,45,16","11,57,22","45.754444444444445","11.95611111111111"
"7302","Arcade","69","17","A360","45,47,11","12,13,10","45.78638888888889","12.219444444444445"
"7303","Asolo","69","17","A471","45,48,15","11,54,51","45.80416666666667","11.914166666666667"
"7304","Borso Del Grappa","69","17","B061","45,49,20","11,48,1","45.82222222222222","11.800277777777778"
"7305","Breda Di Piave","69","17","B128","45,43,28","12,19,53","45.724444444444444","12.331388888888888"
"7306","Caerano Di San Marco","69","17","B349","45,47,15","12,0,7","45.7875","12.001944444444444"
"7307","Cappella Maggiore","69","17","B678","45,58,15","12,21,46","45.97083333333334","12.362777777777778"
"7308","Carbonera","69","17","B744","45,40,50","12,17,13","45.68055555555555","12.286944444444444"
"7309","Casale Sul Sile","69","17","B879","45,35,57","12,19,36","45.59916666666667","12.326666666666666"
"7310","Casier","69","17","B965","45,38,8","12,15,30","45.635555555555555","12.258333333333333"
"7311","Castelcucco","69","17","C073","45,50,8","11,52,58","45.83555555555556","11.882777777777779"
"7312","Castelfranco Veneto","69","17","C111","45,40,23","11,55,36","45.67305555555555","11.926666666666666"
"7313","Castello Di Godego","69","17","C190","45,41,38","11,52,52","45.693888888888885","11.881111111111112"
"7314","Cavaso Del Tomba","69","17","C384","45,51,40","11,53,50","45.861111111111114","11.897222222222222"
"7315","Cessalto","69","17","C580","45,42,48","12,36,47","45.71333333333334","12.613055555555555"
"7316","Chiarano","69","17","C614","45,43,49","12,34,57","45.73027777777778","12.5825"
"7317","Cimadolmo","69","17","C689","45,47,17","12,21,47","45.78805555555555","12.363055555555555"
"7318","Cison Di Valmarino","69","17","C735","45,58,18","12,8,33","45.97166666666667","12.1425"
"7319","Colle Umberto","69","17","C848","45,56,33","12,20,36","45.942499999999995","12.343333333333334"
"7320","Conegliano","69","17","C957","45,53,14","12,17,50","45.88722222222222","12.297222222222222"
"7321","Cordignano","69","17","C992","45,57,3","12,24,58","45.950833333333335","12.416111111111112"
"7322","Cornuda","69","17","D030","45,49,59","12,0,25","45.83305555555556","12.006944444444445"
"7323","Crespano Del Grappa","69","17","D157","45,49,46","11,50,23","45.82944444444445","11.839722222222223"
"7324","Crocetta Del Montello","69","17","C670","45,49,26","12,1,11","45.823888888888895","12.019722222222223"
"7325","Farra Di Soligo","69","17","D505","45,54,29","12,7,29","45.908055555555556","12.124722222222223"
"7326","Follina","69","17","D654","45,57,18","12,7,8","45.955000000000005","12.11888888888889"
"7327","Fontanelle","69","17","D674","45,49,56","12,28,7","45.83222222222223","12.46861111111111"
"7328","Fonte","69","17","A239","45,47,10","11,52,14","45.78611111111111","11.870555555555557"
"7329","Fregona","69","17","D794","46,0,35","12,20,26","46.00972222222222","12.340555555555556"
"7330","Gaiarine","69","17","D854","45,52,47","12,29,1","45.87972222222222","12.48361111111111"
"7331","Giavera Del Montello","69","17","E021","45,48,12","12,10,7","45.80333333333333","12.16861111111111"
"7332","Gorgo Al Monticano","69","17","E092","45,47,18","12,33,6","45.788333333333334","12.551666666666668"
"7333","Istrana","69","17","E373","45,40,49","12,5,59","45.680277777777775","12.099722222222223"
"7334","Loria","69","17","E692","45,43,52","11,51,58","45.73111111111111","11.866111111111111"
"7335","Mareno Di Piave","69","17","E940","45,50,51","12,21,18","45.847500000000004","12.355"
"7336","Maser","69","17","F009","45,48,34","11,58,39","45.809444444444445","11.977500000000001"
"7337","Maserada Sul Piave","69","17","F012","45,45,20","12,18,55","45.75555555555555","12.315277777777778"
"7338","Meduna Di Livenza","69","17","F088","45,48,27","12,36,49","45.8075","12.61361111111111"
"7339","Miane","69","17","F190","45,56,45","12,5,44","45.94583333333333","12.095555555555556"
"7340","Mogliano Veneto","69","17","F269","45,33,47","12,14,12","45.56305555555555","12.236666666666666"
"7341","Monastier Di Treviso","69","17","F332","45,39,7","12,26,3","45.651944444444446","12.434166666666666"
"7342","Monfumo","69","17","F360","45,49,59","11,55,17","45.83305555555556","11.921388888888888"
"7343","Montebelluna","69","17","F443","45,46,36","12,2,42","45.776666666666664","12.045"
"7344","Morgano","69","17","F725","45,38,9","12,5,0","45.63583333333333","12.083333333333334"
"7345","Moriago Della Battaglia","69","17","F729","45,52,2","12,6,3","45.867222222222225","12.100833333333332"
"7346","Motta Di Livenza","69","17","F770","45,46,38","12,36,40","45.77722222222222","12.61111111111111"
"7347","Nervesa Della Battaglia","69","17","F872","45,49,33","12,12,34","45.825833333333335","12.209444444444443"
"7348","Oderzo","69","17","F999","45,47,0","12,29,40","45.78333333333333","12.494444444444444"
"7349","Ormelle","69","17","D347","45,46,50","12,25,12","45.78055555555555","12.42"
"7350","Orsago","69","17","G123","45,55,57","12,25,21","45.9325","12.4225"
"7351","Paderno Del Grappa","69","17","G221","45,49,41","11,51,9","45.82805555555556","11.8525"
"7352","Paese","69","17","G229","45,40,23","12,9,24","45.67305555555555","12.156666666666666"
"7353","Pederobba","69","17","G408","45,51,33","11,59,14","45.85916666666667","11.987222222222222"
"7354","Pieve Di Soligo","69","17","G645","45,54,4","12,10,21","45.901111111111106","12.1725"
"7355","Ponte Di Piave","69","17","G846","45,43,3","12,27,49","45.7175","12.46361111111111"
"7356","Ponzano Veneto","69","17","G875","45,43,9","12,12,33","45.719166666666666","12.209166666666667"
"7357","Possagno","69","17","G933","45,51,24","11,52,52","45.85666666666667","11.881111111111112"
"7358","Povegliano","69","17","G944","45,45,35","12,12,22","45.75972222222222","12.20611111111111"
"7359","Preganziol","69","17","H022","45,36,16","12,14,9","45.60444444444445","12.235833333333332"
"7360","Quinto Di Treviso","69","17","H131","45,38,47","12,10,5","45.646388888888886","12.168055555555554"
"7361","Refrontolo","69","17","H220","45,55,28","12,12,25","45.92444444444444","12.206944444444444"
"7362","Resana","69","17","B767","45,37,57","11,57,25","45.6325","11.956944444444444"
"7363","Revine Lago","69","17","H253","45,59,34","12,13,52","45.99277777777778","12.231111111111112"
"7364","Riese Pio X","69","17","H280","45,43,51","11,55,11","45.73083333333334","11.919722222222221"
"7365","Roncade","69","17","H523","45,37,47","12,22,35","45.62972222222222","12.37638888888889"
"7366","Salgareda","69","17","H706","45,42,19","12,29,38","45.70527777777778","12.493888888888888"
"7367","San Biagio Di Callalta","69","17","H781","45,41,5","12,22,37","45.68472222222222","12.376944444444446"
"7368","San Fior","69","17","H843","45,55,17","12,21,28","45.921388888888885","12.357777777777777"
"7369","San Pietro Di Feletto","69","17","I103","45,54,51","12,15,11","45.91416666666667","12.253055555555555"
"7370","San Polo Di Piave","69","17","I124","45,47,33","12,23,45","45.7925","12.395833333333332"
"7371","San Vendemiano","69","17","I382","45,53,19","12,20,43","45.88861111111111","12.345277777777778"
"7372","San Zenone Degli Ezzelini","69","17","I417","45,46,50","11,50,26","45.78055555555555","11.840555555555556"
"7373","Santa Lucia Di Piave","69","17","I221","45,51,6","12,17,14","45.85166666666667","12.287222222222223"
"7374","Sarmede","69","17","I435","45,58,46","12,23,6","45.97944444444445","12.385"
"7375","Segusino","69","17","I578","45,55,1","11,57,16","45.91694444444444","11.954444444444444"
"7376","Sernaglia Della Battaglia","69","17","I635","45,52,33","12,8,1","45.87583333333333","12.13361111111111"
"7377","Silea","69","17","F116","45,39,16","12,17,57","45.654444444444444","12.299166666666666"
